behavior_segment,review_volume,average_rating,positive_share,negative_share,share_of_reviews
general_purchase,7733,4.151558256821414,0.7654209233156601,0.1679813785076943,0.5579767660004329
value_risk_reducer,3271,3.942525221644757,0.7147661265667992,0.2277590950779578,0.23601991485677176
scent_explorer,1519,4.0164581961816985,0.7208689927583937,0.18828176431863067,0.1096038675229093
identity_seeker,621,4.63768115942029,0.8985507246376812,0.06763285024154589,0.04480842773648892
occasion_gifter,410,4.590243902439024,0.9024390243902439,0.06097560975609756,0.029583664045024893
performance_led,305,2.980327868852459,0.3704918032786885,0.36065573770491804,0.022007359838372178
